expediente|cod_plan|des_plan|anio_apertura_expediente|abandona|convocatoria_acceso|des_acceso|nota_admision_def|sexo|lugar_origen|anio_nacimiento_interval
780|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|6.808|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
781|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|6.476|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
783|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|5.456|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
785|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|7.486|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
787|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|7.178|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
788|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|6.878|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
789|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|7.05|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
790|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|8.008|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
792|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|6.89|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
793|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|EXT|Selectividad|6.974|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
796|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|8.01|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
798|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|EXT|Selectividad|9.086|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
801|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|7.7|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
802|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Formación Profesional|6.62|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
803|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|7.21|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
807|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|EXT|Selectividad|8.06|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
808|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|5.718|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
810|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|7.35|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
811|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|9.796|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
812|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|7.778|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
817|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|JUN|Selectividad|7.718|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
818|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|EXT|Selectividad|8.792|D|OTRO_MUNICIPIO|(1995.0, 2000.0]
820|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|EXT|Selectividad|7.794|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
825|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|5.524|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
826|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|5.974|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
831|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|6.71|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
832|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|EXT|Selectividad|5.906|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
833|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|5.822|D|OTRO_MUNICIPIO|(1995.0, 2000.0]
834|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|6.454|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
836|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|SEP|Selectividad|5.593|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
838|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|1|EXT|Selectividad|5.55|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
840|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2015-16|0|JUN|Selectividad|6.95|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
851|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|7.906|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
856|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|6.968|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
860|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|9.126|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
863|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|7.052|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
865|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|6.468|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
874|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|12.51|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
877|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Formación Profesional|7.0|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
882|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|8.906|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
883|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|5.56|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
886|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|6.526|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
887|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|7.314|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
890|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Formación Profesional|6.85|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
893|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|7.508|D|OTRO_MUNICIPIO|(1995.0, 2000.0]
898|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|9.028|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
903|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|10.148|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
904|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|6.9|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
920|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|8.394|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
937|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|6.372|D|OTRA_COMUNIDAD|(1995.0, 2000.0]
941|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|5.822|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
942|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|5.786|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
943|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|5.506|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
944|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|5.714|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
946|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|5.503|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
948|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|5.522|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
949|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|6.108|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
950|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|5.49|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
951|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|9.702|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
957|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|7.602|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
958|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|7.584|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
960|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|10.014|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
961|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|8.79|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
962|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|8.01|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
964|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|6.95|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
965|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|8.094|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
966|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|6.033|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
971|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|9.34|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
972|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|8.546|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
975|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|8.06|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
977|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|7.426|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
979|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|6.342|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
981|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Formación Profesional|7.27|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
983|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|6.996|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
984|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|6.022|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
986|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Selectividad|7.496|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
987|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|7.99|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
989|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|7.65|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
990|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|7.26|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
991|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|JUN|Formación Profesional|7.44|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
993|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|6.922|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
994|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|7.242|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1001|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|6.114|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1002|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|8.089|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1005|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|JUN|Selectividad|6.346|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
1008|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|8.264|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1016|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|5.872|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1017|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|5.872|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1019|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|8.44|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
1020|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|6.682|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1022|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|7.856|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
1026|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|5.542|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1039|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|0|EXT|Selectividad|7.402|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
1040|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|6.285|H|OTRA_COMUNIDAD|(1995.0, 2000.0]
1041|1627|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DE COMPUTADORES|2016-17|1|EXT|Selectividad|7.558|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
2|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
3|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Formación Profesional|7.13|H|MISMO_MUNICIPIO|(1980.0, 1985.0]
4|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
6|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
7|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1985.0, 1990.0]
8|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
9|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
11|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
12|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
13|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
14|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
15|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
16|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Formación Profesional|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
17|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
18|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
19|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
20|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
21|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
22|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
23|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
24|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|SEP|Selectividad|7.13|D|OTRO_MUNICIPIO|(1985.0, 1990.0]
26|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
27|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
28|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
30|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
31|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
32|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
33|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|7.13|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
34|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
35|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
36|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
37|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|7.76|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
38|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Formación Profesional|7.13|D|MISMO_MUNICIPIO|(1985.0, 1990.0]
39|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
40|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Formación Profesional|7.13|H|MISMO_MUNICIPIO|(1980.0, 1985.0]
41|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
43|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
44|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
47|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
48|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|SEP|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
49|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|SEP|Selectividad|7.13|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
50|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|SEP|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
51|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|SEP|Selectividad|6.68|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
52|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
