expediente|cod_plan|des_plan|anio_apertura_expediente|abandona|convocatoria_acceso|des_acceso|nota_admision_def|sexo|lugar_origen|anio_nacimiento_interval
53|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|SEP|Selectividad|5.53|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
54|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|SEP|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
55|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|SEP|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
56|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|SEP|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
59|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|SEP|Selectividad|7.13|D|MISMO_MUNICIPIO|(1985.0, 1990.0]
60|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Formación Profesional|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
61|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|SEP|Selectividad|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
62|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|SEP|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
65|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
66|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
67|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|SEP|Selectividad|7.13|D|MISMO_MUNICIPIO|(1985.0, 1990.0]
68|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|SEP|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
69|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
70|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Formación Profesional|7.13|D|OTRO_MUNICIPIO|(1980.0, 1985.0]
72|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|SEP|Selectividad|7.13|D|MISMO_MUNICIPIO|(1985.0, 1990.0]
73|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Formación Profesional|7.13|D|MISMO_MUNICIPIO|(1975.0, 1980.0]
75|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|SEP|Selectividad|7.13|D|MISMO_MUNICIPIO|(1985.0, 1990.0]
76|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|D|MISMO_MUNICIPIO|(1985.0, 1990.0]
77|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|SEP|Selectividad|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
78|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
79|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1985.0, 1990.0]
81|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|6.65|H|OTRA_COMUNIDAD|(1985.0, 1990.0]
83|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
85|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
86|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|SEP|Selectividad|7.13|D|OTRO_MUNICIPIO|(1985.0, 1990.0]
87|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
88|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|SEP|Selectividad|7.13|D|OTRA_COMUNIDAD|(1985.0, 1990.0]
89|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
91|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
92|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|SEP|Selectividad|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
93|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
94|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
95|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
96|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
99|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
101|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
102|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
103|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
104|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
105|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUL|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1980.0, 1985.0]
107|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Selectividad|6.89|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
108|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
109|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
110|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
111|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Selectividad|5.552|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
112|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
113|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
114|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
115|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Selectividad|7.13|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
118|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
119|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
120|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Formación Profesional|7.13|H|OTRA_COMUNIDAD|(1985.0, 1990.0]
121|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
122|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
123|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
126|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
127|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
128|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
129|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
130|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
131|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
132|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
134|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
136|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Mayores de 25/40/45 años|7.13|H|OTRA_COMUNIDAD|(1975.0, 1980.0]
139|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
142|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
143|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|SEP|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
145|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|SEP|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
146|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|SEP|Selectividad|7.13|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
147|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|SEP|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
148|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|SEP|Selectividad|6.532|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
149|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|SEP|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
151|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|SEP|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
152|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|SEP|Selectividad|5.968|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
154|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|SEP|Selectividad|7.13|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
156|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Formación Profesional|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
160|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|SEP|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
161|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|SEP|Selectividad|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
162|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|SEP|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
167|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2009-10|1|JUN|Selectividad|6.23|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
170|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|SEP|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
171|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Selectividad|5.41|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
174|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
175|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
176|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Selectividad|5.92|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
177|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
179|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
181|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
182|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
183|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
184|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1980.0, 1985.0]
185|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
187|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
189|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Formación Profesional|8.2|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
191|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
192|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Formación Profesional|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
194|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
195|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
197|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Selectividad|7.318|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
200|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
203|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Selectividad|5.706|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
205|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
206|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
207|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
208|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
209|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
210|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
211|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Formación Profesional|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
212|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Formación Profesional|7.13|H|OTRA_COMUNIDAD|(1985.0, 1990.0]
214|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
216|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|SEP|Selectividad|7.13|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
217|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Formación Profesional|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
218|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
219|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|5.406|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
222|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
224|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|5.242|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
226|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|SEP|Selectividad|7.13|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
227|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
229|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|5.9|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
232|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|5.932|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
233|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
235|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|7.13|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
236|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|5.846|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
237|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Selectividad|5.598|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
238|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|7.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
239|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|5.85|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
241|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|JUN|Mayores de 25/40/45 años|7.13|H|OTRA_COMUNIDAD|(1980.0, 1985.0]
243|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|5.528|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
244|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|0|JUN|Selectividad|7.13|H|OTRA_COMUNIDAD|(1985.0, 1990.0]
245|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2010-11|1|JUN|Selectividad|7.13|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
246|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|SEP|Selectividad|7.13|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
248|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|1|SEP|Selectividad|5.032|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
250|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2011-12|0|JUN|Selectividad|7.13|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
261|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Formación Profesional|6.75|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
263|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|SEP|Selectividad|8.292|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
267|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|0|JUN|Selectividad|9.256|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
268|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|8.05|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
270|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Selectividad|6.374|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
271|1628|GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2012-13|1|JUN|Formación Profesional|7.85|H|OTRA_COMUNIDAD|(1985.0, 1990.0]
